RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT,GIS_ID,CREATED,EDITED,Normal_Age
8578,6591919,1536607,1,2016,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Probation,6,6,0,9,100,0,0,0,Felony_Sentences_7657,,,26
8579,9825135,9069260,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Intrafamily Offense),Weapon,,M8,Probation,24,24,0,24,100,0,0,0,Felony_Sentences_7658,,,27
8580,613930,1609280,1,2016,Black,M,18-21,Second Degree Cruelty to Children Grave Risk,Other,,M8,Incarceration,8,0,8,0,100,0,0,0,Felony_Sentences_7659,,,19
8581,7247889,7857764,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Long Split,24,12,12,18,100,,,,Felony_Sentences_7660,,,24
8582,7000150,6778577,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,24,19,5,24,100,,,,Felony_Sentences_7661,,,26
8583,9780338,346453,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7662,,,35
8584,1461086,6720283,3,2016,Black,M,22-30,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7663,,,24
8585,6622835,4754876,1,2016,White,F,41-50,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Probation,6,6,0,36,100,0,"35,536.85",0,Felony_Sentences_7664,,,43
8586,556655,949988,1,2016,Black,M,51-60,Prison Breach,Other,,M9,Incarceration,7,0,7,0,100,0,0,0,Felony_Sentences_7665,,,54
8587,605740,493437,5,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Long Split,36,12,24,18,100,0,0,0,Felony_Sentences_7666,,,25
8588,1630993,1401366,1,2016,Black,F,31-40,Arson,Property,,M6,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7667,,,33
8589,7113905,387779,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7668,,,28
8590,5503788,6526430,2,2016,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,9,9,0,12,100,0,120,0,Felony_Sentences_7669,,,25
8591,782161,7319362,1,2016,Other or Unknown,M,22-30,Theft First Degree,Property,,M8,Short Split,14,8,6,12,100,0,0,0,Felony_Sentences_7670,,,25
8592,8177839,2970253,1,2016,White,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Short Split,18,15,3,24,100,0,0,0,Felony_Sentences_7671,,,34
8593,5114447,3224566,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7672,,,27
8594,3940110,4663275,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,54,0,54,0,100,0,0,0,Felony_Sentences_7673,,,23
8595,3940110,4663275,2,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,42,0,42,0,100,0,0,0,Felony_Sentences_7674,,,26
8596,3677456,2648432,1,2016,Black,F,22-30,Attempt to Commit Robbery,Violent,,M8,Probation,24,24,0,24,100,,,,Felony_Sentences_7675,,,26
8597,8238533,7116721,1,2016,Black,F,41-50,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,12,1,12,100,0,0,0,Felony_Sentences_7676,,,45
8598,8757659,4991982,1,2016,Black,M,41-50,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7677,,,47
8599,1445650,2830556,1,2016,Black,F,51-60,Conspiracy,Other,,M9,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_7678,,,57
8600,2177727,6990199,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0,Felony_Sentences_7679,,,35
8601,2058859,7633312,1,2016,Other or Unknown,M,51-60,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7680,,,56
8602,121207,221586,1,2016,Black,M,41-50,Prisoner Escape,Other,,M9,Short Split,12,9,3,24,100,,,,Felony_Sentences_7681,,,43
8603,6711005,2259773,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7682,,,20
8604,3138719,6454508,1,2016,Black,M,18-21,Robbery,Violent,,M6,Long Split,48,32,16,18,100,,,,Felony_Sentences_7683,,,19
8605,3138719,6454508,2,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,18,100,,,,Felony_Sentences_7684,,,19
8606,1367112,4564167,1,2016,Black,M,15-17,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,120,0,120,0,100,0,0,0,Felony_Sentences_7685,,,15
8607,4113714,2819268,1,2016,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Short Split,12,12,1,12,100,,,,Felony_Sentences_7686,,,18
8608,5892604,6702556,2,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,3,3,0,12,100,0,0,0,Felony_Sentences_7687,,,25
8609,4954650,819081,2,2016,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,20,20,0,12,100,0,0,0,Felony_Sentences_7688,,,25
8610,7310068,3807911,3,2016,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M7,Long Split,30,12,18,24,100,,,,Felony_Sentences_7689,,,32
6984,1334516,4611070,1,2016,Black,M,61-70,Assault w/Intent to Commit First Degree Sexual Abuse (Force),Violent,,M6,Long Split,180,108,72,60,100,0,0,0,Felony_Sentences_7690,,,64
6985,1525401,6082459,1,2016,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,18,100,0,0,0,Felony_Sentences_7691,,,55
6986,6631500,6803998,1,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_7692,,,19
6987,3379915,5535636,5,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,65,0,65,0,100,0,0,0,Felony_Sentences_7693,,,25
6988,3379915,5535636,6,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,42,0,42,0,100,0,0,0,Felony_Sentences_7694,,,26
6989,3379915,5535636,7,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,65,0,65,0,100,0,0,0,Felony_Sentences_7695,,,24
6990,3379915,5535636,8,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,42,0,42,0,100,0,0,0,Felony_Sentences_7696,,,25
6991,3379915,5535636,9,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7697,,,23
6992,3379915,5535636,10,2016,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_7698,,,26
6993,540678,3112007,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,18,100,0,0,0,Felony_Sentences_7699,,,35
6994,1389181,4987770,2,2016,Black,M,41-50,Kidnapping,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0,Felony_Sentences_7700,,,45
6995,8361422,6408873,1,2016,Black,M,41-50,Receiving Stolen Property $1000 or More,Property,,M9,Short Split,18,18,1,24,100,,,,Felony_Sentences_7701,,,46
6996,8046815,9528713,1,2016,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,216,0,216,0,100,0,0,0,Felony_Sentences_7702,,,25
6997,8046815,9528713,2,2016,Black,M,22-30,Carrying Dangerous Weapon (Outside Home or Place of Business/Prior Felony) 2014,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7703,,,27
6998,62020,9774944,1,2016,Black,M,31-40,Aggravated Aslt Knowingly Grave Risk,Violent,,M8,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_7704,,,35
6999,62020,9774944,2,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0,Felony_Sentences_7705,,,35
7000,62020,9774944,3,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0,Felony_Sentences_7706,,,37
7001,62020,9774944,4,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0,Felony_Sentences_7707,,,36
7002,8783175,1768577,5,2016,Black,M,18-21,Robbery,Violent,,M6,Short Split,18,18,1,12,100,0,0,0,Felony_Sentences_7708,,,20
7003,8140213,8015861,1,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_7709,,,25
7004,7860421,600667,1,2016,Black,F,31-40,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,0,0,0,Felony_Sentences_7710,,,35
7005,3583089,5995402,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,18,18,0,12,100,0,0,0,Felony_Sentences_7711,,,28
7006,6031369,3403945,1,2016,Other or Unknown,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0,Felony_Sentences_7712,,,20
7007,8817301,1804903,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,10,10,0,18,100,0,0,0,Felony_Sentences_7713,,,34
7008,5907651,3952448,9,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7714,,,19
7009,5907651,3952448,11,2016,Black,M,18-21,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,22,0,22,0,100,0,0,0,Felony_Sentences_7715,,,19
7010,5649908,3755062,1,2016,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7716,,,19
7011,2423285,5683926,1,2016,Black,F,31-40,Robbery,Violent,,M6,Incarceration,48,0,48,0,100,0,0,0,Felony_Sentences_7717,,,37
7012,9040844,9898296,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,15,3,24,100,0,0,0,Felony_Sentences_7718,,,34
7013,3063853,2741950,3,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,20,10,10,60,300,0,0,0,Felony_Sentences_7719,,,34
7014,3063853,2741950,5,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,30,15,15,0,100,0,0,0,Felony_Sentences_7720,,,35
7015,3063853,2741950,10,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,36,16,20,0,100,0,0,0,Felony_Sentences_7721,,,34
7016,2549295,7964954,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7722,,,54
7017,9652810,2507130,1,2016,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,132,0,132,0,100,0,0,0,Felony_Sentences_7723,,,32
7018,5984872,7218252,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Short Split,18,18,1,18,100,0,0,0,Felony_Sentences_7724,,,24
7019,9629823,4452807,2,2016,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,24,100,0,"1,504.85",0,Felony_Sentences_7725,,,28
7573,7406494,9517116,1,2016,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7726,,,19
7574,7406494,9517116,2,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7727,,,18
7575,7406494,9517116,4,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7728,,,18
7576,3951289,1906699,1,2016,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_7729,,,20
7577,3951289,1906699,2,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7730,,,19
7578,3951289,1906699,4,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7731,,,19
7579,1285906,2879752,1,2016,Black,F,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,24,24,0,24,100,,,,Felony_Sentences_7732,,,25
7580,4575819,3162206,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,16,16,1,12,100,,,,Felony_Sentences_7733,,,47
7581,8585215,7369605,1,2016,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0,Felony_Sentences_7734,,,19
7582,2876896,2654454,2,2016,Black,M,18-21,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7735,,,19
7583,8856770,1930722,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7736,,,23
7584,8856770,1930722,2,2016,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Incarceration,14,0,14,0,100,0,0,0,Felony_Sentences_7737,,,24
7585,794673,8329830,1,2016,Black,M,51-60,Prisoner Escape,Other,,M9,Incarceration,9,0,9,0,100,0,0,0,Felony_Sentences_7738,,,52
7586,2507555,4831827,1,2016,Other or Unknown,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Short Split,20,14,6,30,100,0,0,0,Felony_Sentences_7739,,,34
7587,8948471,4999576,1,2016,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,228,0,228,0,100,0,0,0,Felony_Sentences_7740,,,27
7588,9464765,6142175,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Long Split,14,6,8,24,100,,,,Felony_Sentences_7741,,,36
7589,9474325,5373153,1,2016,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,10,0,10,0,100,0,0,0,Felony_Sentences_7742,,,19
7590,6995477,4358854,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Long Split,48,12,36,12,100,0,0,0,Felony_Sentences_7743,,,54
7591,9024778,4270613,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,0,0,0,Felony_Sentences_7744,,,35
7592,3402170,195917,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0,Felony_Sentences_7745,,,19
7593,5502680,7325485,1,2016,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,8,8,0,12,100,0,0,0,Felony_Sentences_7746,,,27
7594,6350400,5401721,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7747,,,35
7595,3602670,812823,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,12,100,0,0,0,Felony_Sentences_7748,,,41
7596,4363414,5293593,1,2016,Black,M,22-30,Kidnapping,Violent,,M5,Incarceration,78,0,78,0,100,0,0,0,Felony_Sentences_7749,,,27
7597,4363414,5293593,7,2016,Black,M,22-30,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M6,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7750,,,26
7598,1360776,9507325,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7751,,,28
7599,1360776,9507325,6,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7752,,,26
7600,9834971,9524845,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7753,,,25
7601,9308431,4601258,1,2016,Black,M,18-21,Unlawful Possession of a Firearm (Crime of Violence),Weapon,,M6,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7754,,,18
7602,7770767,1626834,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,15,15,0,18,100,,,,Felony_Sentences_7755,,,27
7603,6983048,9088152,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,18,18,0,18,100,,,,Felony_Sentences_7756,,,24
7604,8167757,1474758,1,2016,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Weapon,,M8,Probation,6,6,0,6,100,0,0,0,Felony_Sentences_7757,,,25
7605,5937154,1385094,1,2016,Black,M,18-21,Carrying A Rifle or Shotgun (Outside Home or Place of Business),Weapon,,M8,Probation,18,18,0,14,100,0,0,0,Felony_Sentences_7758,,,19
7606,4082103,8428409,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_7759,,,27
7607,8197659,6721795,1,2016,Black,M,22-30,Burglary Two,Property,,M7,Short Split,30,30,1,24,100,,,,Felony_Sentences_7760,,,23
7608,6553808,4279963,1,2016,White,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,10,10,1,12,100,,,,Felony_Sentences_7761,,,45
8162,690615,7471807,1,2016,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Probation,12,12,0,6,100,,,,Felony_Sentences_7762,,,19
8163,891552,5024521,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Probation,14,14,0,12,100,0,0,0,Felony_Sentences_7763,,,22
8164,891552,5024521,2,2016,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,14,14,0,12,100,0,0,0,Felony_Sentences_7764,,,24
8165,3191680,5347620,2,2016,Black,M,41-50,First Degree Child Sex Abuse,Sex,,M6,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_7765,,,46
8166,4686282,1566581,1,2016,Black,F,22-30,1st Degree Cruelty to Children,Violent,,M8,Long Split,28,18,10,12,100,0,0,0,Felony_Sentences_7766,,,24
8167,228958,5748546,1,2016,Black,M,22-30,Theft Second Degree - Felony,Property,,M9,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_7767,,,24
8168,7529691,6450309,1,2016,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7768,,,26
8169,7529691,6450309,2,2016,Black,F,22-30,Contempt - Felony,Other,,M9,Incarceration,6,0,6,0,100,0,0,0,Felony_Sentences_7769,,,26
8170,4013933,7959525,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_7770,,,24
8171,3687418,6696675,1,2016,Black,M,22-30,First Degree Child Sex Abuse,Sex,,M6,Short Split,48,44,4,60,100,0,0,0,Felony_Sentences_7771,,,26
8172,7132346,2004070,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,12,100,,,,Felony_Sentences_7772,,,19
8173,5935992,5140516,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,44,0,44,0,100,0,0,0,Felony_Sentences_7773,,,53
8174,4659325,3404274,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,18,18,0,12,100,0,0,0,Felony_Sentences_7774,,,36
8175,6707675,7153104,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,13,1,24,100,,,,Felony_Sentences_7775,,,25
8176,3510170,5166140,1,2016,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,8,6,12,100,0,0,0,Felony_Sentences_7776,,,56
8177,2532079,9424529,1,2016,Black,M,61-70,Distribution Of a Controlled Substance,Drug,,D2,Short Split,16,13,3,24,100,0,0,0,Felony_Sentences_7777,,,63
8178,9412164,6919314,2,2016,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,9,9,0,18,100,0,0,0,Felony_Sentences_7778,,,25
8179,4082771,7925319,1,2016,Black,F,51-60,Distribution Of a Controlled Substance,Drug,,D4,Probation,6,6,0,12,100,0,0,0,Felony_Sentences_7779,,,56
8180,2300601,4242538,1,2016,Black,M,51-60,Robbery,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_7780,,,55
8181,2300601,4242538,2,2016,Black,M,51-60,Robbery,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0,Felony_Sentences_7781,,,56
8182,8208117,8173150,1,2016,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,14,4,12,100,,,,Felony_Sentences_7782,,,38
8183,8208117,8173150,2,2016,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,18,14,4,12,100,,,,Felony_Sentences_7783,,,36
8184,9716572,2118824,1,2016,Black,M,41-50,Assault w/Intent to Commit First Degree Sexual Abuse (Threatening),Violent,,M6,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_7784,,,48
8185,4080822,178168,1,2016,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,6,100,0,0,0,Felony_Sentences_7785,,,34
8186,3009365,4701098,1,2016,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,22,0,22,0,100,0,0,0,Felony_Sentences_7786,,,51
8187,1660244,8443668,6,2016,White,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Short Split,30,24,6,30,100,0,0,0,Felony_Sentences_7787,,,20
8188,1660244,8443668,9,2016,White,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Short Split,30,24,6,30,100,0,0,0,Felony_Sentences_7788,,,19
8189,1660244,8443668,10,2016,White,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,24,18,6,30,100,0,0,0,Felony_Sentences_7789,,,19
8190,3392100,1407785,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0,Felony_Sentences_7790,,,47
8191,2168494,1479607,2,2016,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Long Split,32,19,12,36,100,,,,Felony_Sentences_7791,,,27
8192,2292783,8521869,1,2016,Black,M,18-21,Burglary Two,Property,,M8,Probation,12,12,0,12,100,0,0,0,Felony_Sentences_7792,,,19
8193,3289629,8891876,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,11,3,12,100,,,,Felony_Sentences_7793,,,27
8194,3262994,3232153,1,2016,Black,M,18-21,Murder II,Homicide,Murder II,M2,Incarceration,175,0,175,0,100,0,0,0,Felony_Sentences_7794,,,19
8195,4825294,9471155,1,2016,Black,M,51-60,Burglary Two,Property,,M8,Probation,12,12,0,18,100,0,369,0,Felony_Sentences_7795,,,57
8196,5371267,3924847,1,2016,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Long Split,18,6,12,12,100,,,,Felony_Sentences_7796,,,25
8197,954855,6968438,1,2016,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_7797,,,45
8198,6006864,2971,1,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M8,Short Split,24,24,1,18,100,,,,Felony_Sentences_7798,,,20
8611,4151985,5016253,1,2016,Black,M,18-21,Robbery,Violent,,M6,Long Split,30,21,9,24,100,0,0,0,Felony_Sentences_7799,,,20
8612,849893,2008841,1,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Long Split,30,6,24,9,100,0,0,0,Felony_Sentences_7800,,,36
8613,5570352,7994364,1,2016,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,12,100,,,,Felony_Sentences_7801,,,19
8614,6501831,1351641,1,2016,Other or Unknown,M,22-30,Robbery,Violent,,M6,Long Split,24,12,12,12,100,0,0,0,Felony_Sentences_7802,,,26
8615,6501831,1351641,2,2016,Other or Unknown,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,9,100,0,0,0,Felony_Sentences_7803,,,29
8616,8102405,3676431,1,2016,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,6,0,6,0,100,0,0,0,Felony_Sentences_7804,,,19
8617,8102405,3676431,2,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_7805,,,19
